domain,company_commercial_name,company_legal_name,company_all_available_names,phone_numbers,social_links,status
seattlecandle.com,Seattle Candle Company,Seattle Candle Company,Seattle Candle Company,,,ok
theneedlehouse.com,Needle House,,Needle House | The Needle House | Needledeeva Inc.,,,ok
allstarbp.com,Allstar Simulators,,Allstar Simulators | Allstar BP,,,failed
dallassurgicalgroup.com,Dallas Surgical Group,,Dallas Surgical Group,2143506672; (214) 350-6672,,ok
daveandtracy.org,David & Tracy,,David & Tracy,,,failed
garagedoor-repair-waynenj.com,Garage Door Repair Wayne NJ,,Garage Door Repair Wayne NJ,(973) 319-7770; 9733197770,,ok
jshs-tn.utk.edu,Tennessee Junior Science and Humanities Symposium,,Tennessee Junior Science and Humanities Symposium,,,failed
jtheater.com,J.T. H EATER,,J.T. H EATER | J T Heater-Architect,,,ok
randrdance.com,RR Dance STUDIO DJ Services,,RR Dance STUDIO DJ Services | R&R Dance,8435039616,https://www.facebook.com/676206005802894; https://www.instagram.com/randr_dance/,ok
sbstransportllc.com,SBS Transport,SBS Transport LLC.,SBS Transport | SBS Transport LLC.,,https://www.instagram.com/sbstransportllc/; https://www.facebook.com/101932885163238,ok
when2heartsbeatas1.org,When 2 Hearts Beat,,When 2 Hearts Beat | When 2 Hearts Beat as 1,,,failed
abreakdisabilityandrespite.com,A Break Disability and Respite,A Break Disability and Respite Services PTY.,A Break Disability and Respite | A Break Disability and Respite Services PTY. | Respite Services PTY LTD. | A Break Disability and Respite Services,,,ok
aestatix.com,Aestatix,AESTATIX LLC.,Aestatix | AESTATIX LLC.,,https://www.instagram.com/aestatix/; https://www.linkedin.com/company/aestatix/,ok
cadottfamilyrestaurant.com,Cadott Family Restaurant,,Cadott Family Restaurant | Cadott Family,7159780027; 715-978-0027; %20715-978-0027,https://www.instagram.com/cadottfamilyrestaurant/; https://www.facebook.com/cadottfamilyrestaurant/,ok
figureitoutagency.com,Figureitoutagency,,Figureitoutagency,,https://www.instagram.com/figureitoutagency,ok
galleongc.com,Galleon contracting,"Galleon Contracting, LLC","Galleon contracting | Galleon Contracting, LLC",,,failed
jadynbags.com,Jadyn Bags,,Jadyn Bags,,https://www.facebook.com/jadynbags; https://www.instagram.com/jadynbags/,ok
liverpoolchurch.com,Liverpool Community Church,,Liverpool Community Church,,,ok
cwenergyusa.com,C&W Energy Solutions,C&W Energy Solutions LLC.,Chips & Wafers Inc. | C&W Energy Solutions LLC. | C&W Energy USA | Wafers Inc. | C&W Energy Solutions,+14809981694; 4809981694,https://www.linkedin.com/company/cwenergy/about/; https://www.facebook.com/cwenergyusa/,ok
indiyoung.com,Indi Young,,Indi Young,,https://www.linkedin.com/in/indiyoung/; https://www.instagram.com/indiyoung_/,ok
newasianjuyuan.com,New Asian Ju Yuan,,New Asian Ju Yuan,7635958888; 763-595-8888,,ok
simplicitymovers.com,Simplicity Movers,,Simplicity Movers,,,failed
smartdivorcestrategy.com,Smart Divorce Strategy,,Smart Divorce Strategy,,https://www.linkedin.com/in/lauramiolla/; https://www.instagram.com/thebrainwisecoach/,ok
tandoorrestaurants.com,Tandoor Indian Grill - Millcreek,,Tandoor Indian Grill - Millcreek,,https://facebook.com/tandoorgrill; https://www.instagram.com/tandoor_indianslc?igsh=MXJnbXZvZGF4b3Bncw==,ok
tribeofdantours.com,Tribe of Dan Tours,,Tribe of Dan Tours,,,ok
boyettrecovery.com,Boyett Treatment Center,,Boyett Treatment Center,,,failed
erikashome.com,Erika Marsh Pitman,,Erika Marsh Pitman,,,failed
hbcofrochester.org,Hillcrest Baptist Church,,Hillcrest Baptist Church,217%20491%203343; 2174913343,https://www.facebook.com/JesuslovesRochester/,ok
littlefeetforestschool.org,Little Feet Forest School,,Little Feet Forest School | Little Feet Forest S | Little Feet Forest,,,failed
motinidesigns.com,Motini Designs,,Motini Designs,,,ok
nationalcarousels158.com,National Carousels,,National Carousels,,,failed
2020relining.com,20 20 Relining,,20 20 Relining | 20 20 Rooter & Relining,,,failed
advancenetsupport.com,Advance Network Support,ADVANCE NETWORK SUPPORT INC,Advance Network Support | ADVANCE NETWORK SUPPORT INC,7864263492; 3053066487; 786-426-3492,,ok
drtompastor.com,Dr. Tom Pastor,Pinnacle Chiropractic Inc.,Dr. Tom Pastor | Pinnacle Chiropractic Inc.,6123143739,,ok
mottshay.com,Mott & Shay Inc.,Mott & Shay Inc.,Mott & Shay Inc. | Mott & Shay | Mott & Shay Consulting Foresters PLLC | Southern Land & Timber Consultants LLC.,,,ok
patscrap.co.uk,Pats CRAP,,Pats CRAP,,,ok
rethinkingwealth.org,Rethinking Wealth,The Ron Blue Institute,Rethinking Wealth | The Ron Blue Institute,305-333-0457; (305) 333-0457; 3053330457,https://www.facebook.com/inkaspraytan; https://www.instagram.com/inkaspraytan/,ok
centralcoastmd.com,Central Coast MD,,Central Coast MD,8055426392; 8055697567; 8054341491; 8054737670; 8055697477; 8054503322; 8052963550; 8055467723; 8057393436,,ok
ellen4wcsd.com,Re-Elect Ellen Minetto,,Re-Elect Ellen Minetto | Committee to Elect Ellen Minetto,,,failed
missinglnk.com,Missing Link,,Missing Link | Missing Link Motorcycle Apparel | Missing L8nk | Missing Ink,,,ok
themorvarid.com,Morvarid shop,,Morvarid shop,,,failed
thephotoboothunlimited.com,PhotoBooth Unlimited,PhotoBooth Unlimited LLC.,PhotoBooth Unlimited | PhotoBooth Unlimited LLC. | Thephotoboothunlimited,,,failed
urtubiavielma.com,URTUBIA & VIELMA,URTUBIA & VIELMA LLC.,URTUBIA & VIELMA | URTUBIA & VIELMA LLC.,3074591883,https://www.linkedin.com/in/pablourtubia/; https://www.linkedin.com/company/urtubiavielma/; https://www.linkedin.com/in/camila-vielma-reyes-25911941/,ok
advertiserandmarketersplatform.com,Andmarketers,,Andmarketers,,,failed
carvedsoulsmusic.com,Carved Souls,,Carved Souls,,,ok
assemblyninja.com,Assembly ninjas,,Assembly ninjas,9092789985; 909-278-9985,,ok
biodyn-lifesciences.com,BioDyn Lifesciences,BioDyn Lifesciences Inc.,BioDyn Lifesciences | BioDyn Lifesciences Inc. | Lifesciences Inc.,,,ok
pastorecompany.com,Pastore Houldsworth & Co.,Pastore Houldsworth & Co.,Pastore Houldsworth & Co. | Pastore Houldsworth & Co. LLC. | Pastorecompany,,,ok
sheetmetallocal399.com,Sheet Metal Workers International Association Local 399,Sheet Metal Workers Union,Sheet Metal Workers International Association Local 399 | Sheet Metal Workers Union,843.554.4418; 8435544418,https://www.facebook.com/local399/?fref=ts,ok
sweetadswebcast.com,Sweet Adelines International,,Sweet Adelines International,,,ok
greenissue.eu,Greenissue,,Greenissue,,,failed
kcc.org,Kcc Tibetan Buddhist Center,KAGYU CHANG CHUB CHULING CHURCH CORPORATION,Kcc Tibetan Buddhist Center | KAGYU CHANG CHUB CHULING CHURCH CORPORATION,,https://www.facebook.com/KagyuChangchubChuling,ok
river-valley-rv-park-tx.business.site,River Valley RV Park TX,,River Valley RV Park TX | River Valley RV Park,,,failed
scentvillage.com,Scent Village,,Scent Village,7022966326,,ok
virtekcompany.com,VIRTEK COMPANY,VIRTEK COMPANY,VIRTEK COMPANY | Virtek,8008449182,,ok
saipanyc.com,Saipa NYC,,Saipa NYC,,,failed
hiddengallerywines.com,The Hidden Gallery,,The Hidden Gallery | Hidden Gallery wines,,https://www.instagram.com/hiddengallerywines/; https://www.facebook.com/hiddengallerywines,ok
kristyler.com,Kris Tyler WaterColor,,Kris Tyler WaterColor | Kris Tyler,6024302769,https://www.facebook.com/#,ok
perspicacitylabs.com,Perspicacity Labs,Perspicacity Labs LLC.,Perspicacity Labs | Perspicacity Labs LLC.,,,ok
theuntamedcreative.co,The Untamed Creative,,The Untamed Creative | Untamed Creative,,https://www.instagram.com/unbridledform,ok
angelabrite.com,Angela Brite,Paralegal Certification Corp,Angela Brite | Paralegal Certification Corp,,,failed
clovercutsandcolor.com,Clovercutsandcolor,,Clovercutsandcolor,,,failed
macazancorp.com,Macazan,Macazan Corp.,Macazan | Macazan Corp.,,,ok
ngchm.net,NG-CHM,,NG-CHM | NG-CHMs,,https://www.facebook.com/sharer/sharer.php?u=%2fpost%2flinkout-type-descriptions%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps-v2%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-interactive-builder%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fclustered-heat-maps-for-big-data%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-ngchm-viewer%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-examine-pathways-in-next-generation-clustered-heat-maps%2f; https://www.facebook.com/NextGenerationClusteredHeatMap; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fclustered-heat-maps-for-big-data%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-ngchm-viewer%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-rstudio-ngchm%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-ngchm-galaxy%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-examine-pathways-in-next-generation-clustered-heat-maps%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-interactive-builder%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-embed-next-generation-clustered-heat-maps-v2%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fnew-features-in-ngchm-galaxy%2f; https://www.linkedin.com/cws/share?url=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-isb-cgc-data%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fhow-to-create-next-generation-clustered-heat-maps-with-isb-cgc-data%2f; https://www.linkedin.com/cws/share?url=%2fpost%2flinkout-type-descriptions%2f; https://www.facebook.com/sharer/sharer.php?u=%2fpost%2fnew-features-in-rstudio-ngchm%2f,ok
projectgestalt.com,Project Gestalt Inc.,Project Gestalt Inc.,Project Gestalt Inc. | Project Gestalt,,https://www.linkedin.com/in/patty-clark-2874281bb/; https://www.linkedin.com/company/project-gestalt/about/; https://www.linkedin.com/in/neil-glenn-jacobson/,ok
ridgelinehomeinspect.com,Ridgeline Home Inspection Services,Ridgeline Home Inspection Services LLC.,Ridgeline Home Inspection Services | Ridgeline Home Inspection | Ridgeline Home Inspection Services LLC.,9206094799,,ok
serenapezzato.com,Serena Pezzato,,Serena Pezzato,,,failed
theblueprintshop.com,The Blueprint Shop LLC.,The Blueprint Shop LLC.,The Blueprint Shop LLC. | The Blueprint Shop | Blueprint Shop,8502242699; 8502706332,https://www.facebook.com/tallahasseeblueprinting,ok
yourtowcompany.com,Your Tow Company,Your Tow Company,Your Tow Company,4258219004,https://www.facebook.com/yourtowcompany; https://www.instagram.com/yourtowco?igshid=NGVhN2U2NjQ0Yg==,ok
designedbycarla.com,Designedbycarla,,Designedbycarla | Designedbycarla Marketing Agency,,https://www.linkedin.com/company/designedbycarla; https://www.instagram.com/designedbycarla/; https://www.facebook.com/designedbycarla; https://www.linkedin.com/in/carlastiles/,ok
joyfuladoptions.com,Barbara C. Jones,,Barbara C. Jones,7032221101; 7032223393,,ok
king-alexander.com,Kirkus Reviews,,Kirkus Reviews,,,failed
signaturesportsurfaces.com,Signature Sport Surfaces,,Signature Sport Surfaces,,,ok
whymessa.com,Why Messa,Why Messa & Associates P.C.,Why Messa | Why Messa & Associates P.C. | ssa & Associates P.C.,2159407700; 2158441614; 8568109555; 2155683500; 8568109500; 9083003900; 8568330600; 6105185328,,ok
deperevfw.net,De Pere VFW,,De Pere VFW | De Pere VFW Post,,,ok
forrestpierce.com,Forrest Pierce Composer,,Forrest Pierce Composer | Forrest Pierce,,,ok
northsidemeadows.com,Northside Meadows,,Northside Meadows,,,failed
snfdata.com,SNFData,SNFdata Resources LLC.,SNFData | SNFdata Resources LLC. | SNFdata Resources Inc.,1-877-610-3282,,ok
taam.org,TAAM,,TAAM,,https://www.facebook.com/100064335412739; https://www.facebook.com/BosnianTurkish; https://www.instagram.com/turkishamericanassociationofmn/,ok
archaeology.virginia.edu,Interdisciplinary Archaeology Program,European exploration. SHA.,Interdisciplinary Archaeology Program | Archaeology | European exploration. SHA. | Archaeology SAA.,,,failed
myapexhomeinspection.com,Apex Home Inspection,,Apex Home Inspection,2085591353,https://www.facebook.com/MyApexHomeInspection/; https://www.instagram.com/myapexhomeinspection/,ok
rivertownslp.com,Rivertowns Speech an,,Rivertowns Speech an | Rivertowns Speech and Language Therapy | Rivertowns Speech and Language | RIVERTOWN SPEECH AND LANGUAGE THERAPY,,,failed
scottsbluffcountyscanner.com,Scotts Bluff County Scanner,,Scotts Bluff County Scanner | Bluff County,9402246211; 3086297822; 5312574599; 3082253241; 9402246315,http://instagram.com/panhandlescanner; https://facebook.com/panhandlescanner; https://instagram.com/panhandlescanner,ok
bloggingforextrader.com,Forex Trader Blogging,,Forex Trader Blogging,,,failed
green-graphixz-clothing-company.business.site,Green Graphixz Clothing Company,Green Graphixz Clothing Company,Green Graphixz Clothing Company,,,failed
ogcut.com,OG Barber,,OG Barber,,https://www.instagram.com/_ogeee,ok
50ggirls.com,50 G-GIRLS,50G-Girls Inc.,50 G-GIRLS | 50G-Girls Inc.,,,failed
alluredesign.org,Allure Design,,Allure Design,,,ok
moving2branson.com,Table Rock Lake Home Search,,Table Rock Lake Home Search,,,ok
roland4fairview.com,ROLAND FELDMAN,,ROLAND FELDMAN,,,failed
beezneedz.com,Beez Needz,,Beez Needz | Beez Needz Beekeeping Supplies,,http://instagram.com/shopify,ok
callunakennels.com,Calluna Kennels,,Calluna Kennels,6179216197,https://www.facebook.com/101521885534293; https://www.instagram.com/callunakennels/,ok
car.hk,Loeber,,Loeber,8526904230; 878-0910-0770; +852 69042300,,ok
audinashville.com,Audi Nashville Service Center,,Audi Nashville Service Center | Audi Nashville,8558946954,https://www.instagram.com/AudiDowntownNashville/; https://www.facebook.com/audidowntownnashville; https://www.instagram.com/audi/; https://www.facebook.com/pages/Audi-Nashville/162522013767116,ok
blackdiamondregulatory.com,Black Diamond Regulatory,Black Diamond Regulatory Consulting LLC.,Black Diamond Regulatory | Black Diamond Regulatory Consulting LLC. | Black Diamond Regulatory Consulting,2672513123,,ok
drmeganseltz.com,Dr. Megan Seltz,,Dr. Megan Seltz,,,ok
petexplain.com,PetExplain,,PetExplain,,,failed
rainbowphillyweddingofficiants.com,Rainbow Philly Wedding Officiants,,Rainbow Philly Wedding Officiants | Rainbow Philly Wedding,2158703103,,ok
sinceremobilephlebotomy.net,Sincere Touch Mobile Phlebotomy LLC.,Sincere Touch Mobile Phlebotomy LLC.,Sincere Touch Mobile Phlebotomy LLC. | Sincere Touch Mobile Phlebotomy | At Sincere Touch Mobile Phlebotomy LLC. | Touch Mobile Phlebotomy LLC.,6822631152; 8179393117,https://www.facebook.com/sincerephlebotomy; http://instagram.com/,ok
aquamarinejewelrystudio.com,Aquamarine jewelry studio,,Aquamarine jewelry studio | Aquamarine Jewelry,,,ok
christinereidphotography.com,Christine Reid Photography,,Christine Reid Photography | Christine Reid | Christine Reid Princ,,,failed
dolphinsdigital.org,Dinosaurs Field day,,Dinosaurs Field day,,http://linkedin.com/; https://facebook.com/,ok
downunderpottery.com,Down Under Pottery,,Down Under Pottery,4024777655; 402-477-7655,https://www.facebook.com/people/Down-Under-Pottery/100048133515642/#; https://www.instagram.com/downunderpottery/,ok
drrudlin.com,Dr. Rudlin,,Dr. Rudlin,8043531000,,ok
interstatetruck.com,Interstate Truck Equipment Inc.,Interstate Truck Equipment Inc.,Interstate Truck Equipment Inc. | Interstate Truck Equipment | Interstate Truck & Auto Svc. | Interstate Truck,4047632000,,ok
oldfarmhouseprimitives.com,Old Farmhouse Primitives,,Old Farmhouse Primitives,7179406057,https://www.instagram.com/oldfarmhouseprimitives/; https://www.facebook.com/OldFarmhousePrimitives,ok
dskidsermons.com,Dollar Store Children Sermons,,Dollar Store Children Sermons,,https://www.facebook.com/dskidsermons/,ok
autobodiparts.com,Auto Body Parts,,Auto Body Parts | Autobodiparts,+13237447383; 3237447383; 3072082008,,ok
hiddenforestdesign.com,Hidden Forest Design,,Hidden Forest Design | Hidden Forest Floral Design | Hidden Forest,,,failed
jahmakingsconstruction.com,Jahmakings,,Jahmakings | JAHMAKINGS CONSTRUCTION,,,failed
journey2beme.com,Paint Yourself Beautiful,,Paint Yourself Beautiful,,,failed
marylandplatingservicinginc.com,Maryland Plating & Servicing Inc.,Maryland Plating & Servicing Inc.,Maryland Plating & Servicing Inc. | Maryland Plating & Servicing,,,ok
salazarthomas.com,THOMAS SALAZAR llc.,THOMAS SALAZAR llc.,THOMAS SALAZAR llc. | SALAZAR LLC.,,,ok
3lnotary.com,3L Notary,BeClay Media LLC.,3L Notary | BeClay Media LLC.,,,failed
creativitythroughconstraints.com,Monterusso Made,,Monterusso Made,,,ok
govirtualoffice.com,goVirtualOffice LLC.,goVirtualOffice LLC.,goVirtualOffice LLC. | Govirtualoffice,,https://www.linkedin.com/company/govirtualoffice; https://www.facebook.com/govirtualoffice/,ok
origingolf.com,Origin Golf,,Origin Golf,7605994499,,ok
secag.org,SECAG,,SECAG | Secure Enterprise Cloud Architecture Group,4697087818,http://www.facebook.com/keenwise,ok
theburningship.com,The Burning Ship,,The Burning Ship,,,ok
gforcefoundation.com,G-Force Foundation,High School EVHS in Gypsum CO.,G-Force Foundation | High School EVHS in Gypsum CO.,,https://www.facebook.com/GForceAR,ok
limitlesscounselingservices.com,Limitless Counseling Services,,Limitless Counseling Services,,,failed
lodgelivin.com,LodgeLivin,,LodgeLivin,,,ok
sben.org,Southeast Benefits Education Network,,Southeast Benefits Education Network | Southeast Benefits Education | SBEN,,,ok
trusted-home-inspection.business.site,Trusted Home Inspection,,Trusted Home Inspection,,,failed
dotsandcubes.com,Dots & Cubes,Dots & Cubes LLC.,Dots & Cubes | Dots & Cubes LLC. | Wischman Management Inc.,,,failed
foreverepoxy.com,Forever Epoxy,,Forever Epoxy,5068781444; 1-506-850-9956; 15068509956; 5068509956,https://www.facebook.com/forever.epoxy/; https://www.facebook.com/epoxy.forever,ok
gkama.com,Gonzalez Karate Academy,,Gonzalez Karate Academy,,,failed
graspinc.org,Greece Residents Assisting Stray Pets,Assisting Stray Pets Incorporated,Greece Residents Assisting Stray Pets | Assisting Stray Pets Incorporated,,https://www.instagram.com/grasppetrescue/; https://www.facebook.com/GRASPinc,ok
realtorhsu.net,Christine Hsu REALTOR®,,Christine Hsu REALTOR®,,,failed
shah-impex.com,Shah Impex,,Shah Impex | Shah-Impex ShahImpex,,,failed
yogawithorly.com,Yoga with Orly,,Yoga with Orly,,,failed
happydaycreations.net,Happy Day Creations,Happy Day Creations LLC.,Happy Day Creations | Happy Day Creations LLC.,5616284824,https://www.facebook.com/happydaycreations,ok
libanswers.shadygrove.umd.edu,LibAnswers,,LibAnswers,3017386020; +13017386020; 3017998771,http://www.facebook.com/USGPriddyLibrary,ok
putitontheglass.com,Put it on the Glass,,Put it on the Glass,,,failed
gougeon.com,Gougeon Brothers Inc.,Gougeon Brothers Inc.,Gougeon Brothers Inc. | Gougeon | GOUGEON BROTHERS,,,failed
sonicshopper.com,SONIC SHOPPER,,SONIC SHOPPER,,,ok
d30ufu6vr9yoyg.cloudfront.net,Wartburg College,,Wartburg College,,,failed
darstproperties.com,Darst Properties,Darst Properties LLC.,Darst Properties | Darst Properties LLC.,,,ok
teriorr.weebly.com,Teri J. Orr,,Teri J. Orr | Teri Orr,,https://www.instagram.com/thebeboplab/,ok
worldsframedbywords.com,Worlds Framed By Words,,Worlds Framed By Words | Worlds Framed By,,,ok
auroratechservices.com,Aurora Technical Services,Aurora Technical Services LLC.,Aurora Technical Services | Aurora Technical Services LLC. | Mosquito Misting Systems Llc,2814537400; 2814537700; 2107295060,,ok
godsministryfellowship.com,GODS MINISTRY,,GODS MINISTRY,,,failed
homeworkninjas.com,Homework Ninjas,,Homework Ninjas,,,failed
vickcarneylaw.com,Vick Carney,Vick Carney LLP.,Vick Carney | Vick Carney LLP.,8175965533,,ok
azrielassetmgmt.com,Azriel Asset Management,,Azriel Asset Management,,,failed
carrettausa.com,Carretta USA,Carretta USA Inc.,Carretta USA | Carretta USA Inc.,9737709330,,ok
puppetheap.com,Puppet Heap,Puppet Heap LLC.,Puppet Heap | Puppet Heap LLC.,,http://instagram.com/puppetheap; https://www.facebook.com/puppetheap/; https://www.linkedin.com/company/puppetheap/,ok
marinbaroque.org,Marin Baroque,,Marin Baroque,4154976634,https://www.facebook.com/marin.baroque; https://www.instagram.com/marinbaroque/,ok
myacem.com,Corporate Event Management Inc.,Corporate Event Management Inc.,Corporate Event Management Inc. | Association & Corporate Event Management Services Inc. | Association & Corporate Event Management Inc. | ACEM INC.,,,failed
par1cleaners.business.site,Par1 Cleaners,,Par1 Cleaners,,,failed
acupuncture-oriental-massage.business.site,Acupuncture & Oriental Massage,,Acupuncture & Oriental Massage,,,failed
bluemercury.com,Bluemercury,Bluemercury Inc.,Bluemercury | Bluemercury Inc.,,https://www.instagram.com/bluemercury/; https://www.facebook.com/bluemercury/,ok
cryptonewsupdate.com,Crypto News Update,,Crypto News Update | Cryptox,,,ok
greenbikerentals.com,Green Bike Rentals,,Green Bike Rentals | Green Bike,,,failed
riolentoranch.com,Rio Lento Ranch,,Rio Lento Ranch,,,failed
teambuildergroup.com,Team Builder Group,Team Builder Group LLC.,Team Builder Academy | Team Builder Space Limited | Team Builder | Team Builder Group LLC. | Team Builder Group | Team Builder Space Inc.,,,failed
vpropertysolutions.com,Vantage Property Solutions LLC.,Vantage Property Solutions LLC.,Vantage Property Solutions LLC. | Vantage Property Solutions,4842020710; +14842020710,http://www.instagram.com/vantagepropertysolutions; http://www.facebook.com/vantagepropertysolutions,ok
embodyacupuncture.com,Embody Acupuncture,,Embody Acupuncture,9177492909,,ok
neilheffernan.net,Neil Heffernan,PI Sonalysts Inc.,Neil Heffernan | PI Sonalysts Inc.,,,ok
paynespringsumc.org,Payne Springs UMC,,Payne Springs UMC | PAYNE SPRINGS UNITED METHODIST CHURCH,,,ok
castoreclothing.com,Castoreclothing,,Castoreclothing,,,failed
palaciopet.com,Palacio Pet,,Palacio Pet,,,failed
wilkins-grocery.edan.io,Wilkins Grocery,,Wilkins Grocery,8044938660; (804) 493-8660,,ok
artandglamstudio.com,Art Glam Studio,Art & Glam Studio LLC.,Art Glam Studio | Art & Glam Studio LLC. | Glam Studio LLC.,,,failed
fayreconsulting.com,Fayreconsulting,,Fayreconsulting,,,ok
it10103.wordpress.com,It10103,,It10103,,,ok
overlakecollie.com,Overlake Collie Club,,Overlake Collie Club | COLLIE CLUB OF WASHINGTON | Overlake Collie,,,ok
hollytreeservice.net,Holly Tree Service. Inc.,Holly Tree Service. Inc.,Holly Tree Service. Inc. | Holly Tree Service,+18454772104; 8454772104,https://facebook.com/profile.php?id=100091209788929; https://instagram.com/hollytreeservice,ok
lalupitaberwyn.net,La Lupita,,La Lupita,,,ok
paradiseatlasttravel.com,Brandi Cutrell,,Brandi Cutrell,912-308-8311; 9123088311,https://www.facebook.com/Brandi-Cutrell-Cruise-Planners-1550468978606361/?fref=ts,ok
pcinapa.com,PCI Napa,,PCI Napa | Parts Center Inc.,5757463597; 5058642246; 5058651006,,ok
sanchez-lawn-care-and-landscaping-services.business.site,Sanchez Lawn Care and Landscaping Services,,Sanchez Lawn Care and Landscaping Services | Sanchez Lawn Care & Landscaping Services - Home | Sanchez lawn care,,,failed
carissahannumtherapy.com,Carissa.hannum.therapy,,Carissa.hannum.therapy,2026775049; 2026563681,,ok
hometheatersystemgainesville.com,Swamp Rentals,,Swamp Rentals,,,failed
mctierart.com,McTier Art,,McTier Art,7066990660; 2127601228,https://www.instagram.com/mctierart/; https://www.facebook.com/mctierart; https://www.linkedin.com/in/jacemctier/,ok
myfriendsandme.net,My Friends and Me,,My Friends and Me | My Friends,,https://www.instagram.com/myfriendsandme_inc; https://www.facebook.com/myfriendsandmeinc,ok
pestcontrolmodestoca.org,Superior Pest Control of Modesto,,Superior Pest Control of Modesto,,,failed
horizon-international.com,Horizon International,Horizon International Tech Inc.,Horizon International | Horizon International Development | Horizon International Tech Inc.,,,failed
imcl-conference.org,IMCL conference,,IMCL conference,,,ok
knickonwood.com,kNickonwood,,kNickonwood,,,ok
lukesmma.com,Lukes Mixed Martial Arts,,Lukes Mixed Martial Arts,,,failed
accubuiltnw.com,Accu Built Northwest Llc.,Accu Built Northwest Llc.,Accu Built Northwest Llc.,(253)%20802-4841; (253) 802-4841; 2538024841,,ok
carriecrespo.com,Carrie Crespo,,Carrie Crespo,,,ok
celebaesthetics.com,Celeb Aesthetics,,Celeb Aesthetics | Celeb Aesthetics & Wellness,,,failed
dorsettchapel.org,Dorsett Chapel,,Dorsett Chapel | Dorsett Chapel UCC,7046376759,https://www.instagram.com/dorsettchapel/; https://www.facebook.com/dorsettchapel,ok
hudsonlux365.com,Hudson Lux,,Hudson Lux,+1(305) 928-0661; 3059280661,https://www.facebook.com/hudsonlux365; https://instagram.com/hudsonlux365/,ok
velabrand.com,VELA brand,,VELA brand | Velabrandco,,,ok
awbrueggemann.com,A W Brueggemann Co.,A W Brueggemann Co.,A W Brueggemann Co. | A.W. Brueggemann | A.W. Brueggemann Company Inc.,,,failed
rhcapco.com,R-H Capital Partners,,R-H Capital Partners | RH Capital,,,ok
bintiboutique.llc,Binti Boutique,,Binti Boutique,,,ok
elegantdjservices.com,Elegant Dj Services,,Elegant Dj Services,,,ok
fccherrick.org,First Christian Church Of Herrick,,First Christian Church Of Herrick,,,ok
shiftflg.com,Shift Kitchen & Bar,,Shift Kitchen & Bar | Shift FLG,,,failed
coastaldefense.business.site,Coastal Defense LLC.,Coastal Defense LLC.,Coastal Defense LLC. | Coastal Defense,,,failed
itlogo.net,Itlogo,,Itlogo,,,ok
southernuc.com,Southern Urgent Care,,Southern Urgent Care | Soutehrn Urgent Care | Healthagen LLC.,//1-912-898-2277; 8433574357; 8433574359; //1-843-357-4357; 9128982227; //1-912-898-2227; 9128982230,https://www.facebook.com/pages/category/Medical-Center/Southern-Urgent-Care-Murrells-Inlet-406197416153236/; https://www.instagram.com/accounts/login/?next=/southernuc31410/; https://www.facebook.com/SouthernUrgentCare,ok
prlassociates.net,PRL Associates,,PRL Associates,6077858381; 6077858382,https://www.facebook.com/PRLAssociates,ok
sewardlostlakelodge.com,Seward Lost Lake Lodge,,Seward Lost Lake Lodge | Lost Lake Lodge,,,failed
cahabacreative.com,Cahaba Creative Web Solutions,Cahaba Creative Web Solutions & Graphic Designs LLC.,Cahaba Creative Web Solutions | Cahaba Creative | Cahaba Creative Web Solutions & Graphic Designs LLC.,,,ok
eattacorepublic.com,Taco Republic Kansas City,,Taco Republic Kansas City | Taco Republic | Taco Republic Westwood | Taco Republic Truck,,https://www.instagram.com/eattacorepublic/; https://www.facebook.com/TheTacoRepublic/?ref=pages_you_manage,ok
ehardts.com,Ehardt's Pharmacy,EHARDT'S PHARMACY INC.,Ehardt's Pharmacy | Ehardt's Pharmacy & Medical Supply | Ehardt's | EHARDT'S PHARMACY INC.,,,failed
secondnaturedesignsmv.com,Second Nature Designs,,Second Nature Designs,5086276594,https://www.facebook.com/SecondNatureDesignsMV/; https://www.instagram.com/secondnaturedesignsmv/?hl=en; https://www.linkedin.com/in/renee-clermont-5896095a,ok
